gid,year,m_20g_pop,w_20g_pop,m_30g_pop,w_30g_pop,m_40g_pop,w_40g_pop,m_50g_pop,w_50g_pop,m_60g_pop,w_60g_pop,m_70g_pop,w_70g_pop,m_80g_pop,w_80g_pop,m_90g_pop,w_90g_pop,m_100g_pop,w_100g_pop
다사472441,2022,44.0,43.0,32.0,42.0,33.0,20.0,60.0,76.0,64.0,59.0,33.0,30.0,13.0,23.0,0.0,6.0,,
다사469432,2022,53.0,107.0,102.0,127.0,46.0,34.0,43.0,33.0,23.0,25.0,7.0,8.0,9.0,7.0,,0.0,,
다사474471,2022,29.0,47.0,72.0,60.0,12.0,0.0,23.0,0.0,14.0,0.0,0.0,0.0,,,,,,
다사457476,2022,34.0,56.0,58.0,30.0,20.0,15.0,23.0,18.0,14.0,14.0,6.0,13.0,0.0,0.0,,,,
다사496472,2022,24.0,26.0,48.0,43.0,44.0,47.0,35.0,42.0,41.0,41.0,23.0,28.0,14.0,16.0,0.0,0.0,,0.0
다사484476,2022,,,,0.0,,,,,,,,,,,,,,
다사495469,2022,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,
다사457473,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
다사478446,2022,12.0,6.0,9.0,7.0,19.0,16.0,40.0,25.0,28.0,31.0,8.0,11.0,0.0,0.0,,0.0,,
다사454469,2022,37.0,33.0,87.0,118.0,78.0,70.0,48.0,56.0,37.0,53.0,29.0,47.0,16.0,29.0,0.0,6.0,,
다사477460,2022,20.0,15.0,19.0,20.0,22.0,16.0,26.0,24.0,26.0,24.0,11.0,25.0,9.0,13.0,0.0,0.0,,
다사471465,2022,12.0,0.0,11.0,10.0,10.0,11.0,8.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,
다사465481,2022,44.0,34.0,61.0,52.0,41.0,43.0,53.0,64.0,54.0,47.0,22.0,23.0,6.0,18.0,0.0,0.0,,
다사479467,2022,18.0,51.0,21.0,41.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
다사486444,2022,7.0,7.0,9.0,9.0,8.0,0.0,8.0,8.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,
다사473441,2022,33.0,28.0,30.0,29.0,31.0,34.0,49.0,48.0,46.0,58.0,23.0,32.0,20.0,16.0,0.0,0.0,,
다사463462,2022,,0.0,0.0,0.0,0.0,,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
다사478468,2022,,,,0.0,9.0,,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사472475,2022,,,,,,,,,0.0,0.0,,,,,,,,
다사458470,2022,11.0,17.0,30.0,36.0,52.0,34.0,22.0,21.0,9.0,11.0,0.0,0.0,0.0,,,0.0,0.0,
다사462493,2022,7.0,16.0,21.0,27.0,22.0,21.0,14.0,19.0,14.0,19.0,0.0,0.0,0.0,0.0,,,,
다사492468,2022,23.0,37.0,45.0,61.0,50.0,60.0,53.0,61.0,49.0,66.0,41.0,44.0,14.0,16.0,0.0,6.0,,
다사501470,2022,19.0,12.0,11.0,9.0,16.0,20.0,25.0,25.0,22.0,18.0,13.0,19.0,8.0,14.0,0.0,0.0,,
다사465474,2022,9.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
다사500471,2022,0.0,9.0,7.0,9.0,16.0,21.0,14.0,10.0,12.0,16.0,0.0,0.0,,7.0,0.0,0.0,,
다사495468,2022,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,
다사470457,2022,34.0,35.0,38.0,50.0,68.0,58.0,53.0,50.0,38.0,38.0,17.0,16.0,6.0,12.0,0.0,,,
다사458465,2022,0.0,10.0,14.0,17.0,29.0,28.0,11.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,
다사473440,2022,41.0,31.0,29.0,20.0,21.0,19.0,44.0,56.0,33.0,35.0,15.0,21.0,18.0,20.0,,0.0,,
다사476454,2022,20.0,16.0,32.0,24.0,18.0,21.0,31.0,31.0,32.0,37.0,22.0,22.0,9.0,12.0,0.0,0.0,,
다사475445,2022,19.0,17.0,25.0,7.0,28.0,12.0,21.0,33.0,34.0,33.0,27.0,26.0,9.0,15.0,0.0,0.0,,
다사469443,2022,12.0,14.0,12.0,8.0,9.0,9.0,12.0,22.0,18.0,17.0,6.0,0.0,0.0,0.0,,0.0,,
다사466460,2022,0.0,0.0,6.0,0.0,7.0,0.0,10.0,6.0,9.0,10.0,8.0,7.0,0.0,9.0,,0.0,,
다사471471,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사469444,2022,0.0,0.0,9.0,11.0,9.0,9.0,10.0,13.0,7.0,11.0,10.0,6.0,0.0,0.0,,,,
다사499470,2022,28.0,32.0,15.0,37.0,36.0,49.0,42.0,47.0,48.0,57.0,31.0,33.0,18.0,25.0,0.0,6.0,,
다사497472,2022,34.0,27.0,26.0,27.0,52.0,65.0,50.0,54.0,41.0,37.0,25.0,31.0,12.0,17.0,0.0,0.0,,
다사460474,2022,21.0,14.0,17.0,18.0,23.0,23.0,23.0,21.0,13.0,16.0,10.0,16.0,7.0,9.0,0.0,,,
다사482453,2022,31.0,30.0,33.0,26.0,22.0,17.0,43.0,35.0,46.0,54.0,23.0,16.0,11.0,15.0,0.0,,,
다사486447,2022,10.0,12.0,12.0,20.0,21.0,18.0,15.0,19.0,21.0,21.0,14.0,16.0,6.0,0.0,,0.0,,
다사465442,2022,15.0,18.0,25.0,19.0,34.0,19.0,29.0,42.0,33.0,39.0,26.0,34.0,8.0,10.0,,0.0,,
다사473431,2022,,,,,,,,,,0.0,0.0,,,,,,,
다사464485,2022,38.0,36.0,41.0,44.0,52.0,46.0,57.0,58.0,57.0,74.0,34.0,29.0,8.0,19.0,0.0,0.0,,
다사465441,2022,18.0,19.0,28.0,25.0,34.0,32.0,36.0,40.0,49.0,43.0,26.0,34.0,14.0,19.0,0.0,0.0,,
다사469451,2022,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,,,
다사468488,2022,34.0,54.0,32.0,39.0,18.0,19.0,20.0,13.0,16.0,15.0,0.0,7.0,0.0,6.0,,0.0,,
다사462474,2022,,,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,
다사466459,2022,,,0.0,,,,,,,,0.0,,,,,,,
다사479455,2022,10.0,7.0,12.0,9.0,8.0,8.0,17.0,12.0,25.0,21.0,11.0,13.0,0.0,0.0,,0.0,,
다사462472,2022,22.0,17.0,30.0,20.0,26.0,8.0,24.0,24.0,23.0,22.0,16.0,33.0,8.0,12.0,0.0,0.0,,
다사466485,2022,0.0,0.0,15.0,7.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,
다사467440,2022,9.0,7.0,13.0,6.0,0.0,6.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,,,,,
다사455472,2022,30.0,47.0,68.0,78.0,25.0,22.0,15.0,15.0,10.0,6.0,0.0,0.0,0.0,0.0,,0.0,,
다사463467,2022,13.0,14.0,28.0,22.0,46.0,58.0,26.0,28.0,16.0,15.0,12.0,14.0,6.0,12.0,0.0,0.0,,
다사468452,2022,11.0,17.0,15.0,11.0,21.0,20.0,19.0,25.0,27.0,29.0,16.0,12.0,8.0,6.0,,0.0,,
다사473460,2022,50.0,34.0,38.0,54.0,44.0,47.0,51.0,62.0,42.0,44.0,14.0,16.0,0.0,8.0,,0.0,,
다사461468,2022,17.0,23.0,13.0,16.0,18.0,21.0,22.0,27.0,17.0,19.0,14.0,12.0,0.0,6.0,,,,
다사472440,2022,43.0,58.0,33.0,28.0,33.0,27.0,55.0,78.0,66.0,58.0,26.0,46.0,18.0,15.0,0.0,8.0,,
다사470446,2022,16.0,14.0,10.0,8.0,13.0,15.0,20.0,20.0,17.0,14.0,10.0,9.0,0.0,7.0,,0.0,,
다사472458,2022,37.0,30.0,33.0,37.0,40.0,39.0,51.0,44.0,46.0,42.0,16.0,17.0,0.0,11.0,0.0,0.0,,
다사462487,2022,,0.0,9.0,9.0,0.0,0.0,,,0.0,,,,,,,,,
다사455474,2022,16.0,54.0,97.0,96.0,53.0,40.0,31.0,22.0,20.0,36.0,13.0,16.0,8.0,9.0,,0.0,,0.0
다사466447,2022,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사474459,2022,64.0,62.0,69.0,62.0,62.0,55.0,72.0,84.0,54.0,44.0,16.0,29.0,8.0,18.0,,0.0,,
다사455476,2022,24.0,29.0,19.0,12.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사466482,2022,8.0,15.0,22.0,23.0,32.0,28.0,24.0,21.0,18.0,22.0,12.0,12.0,0.0,6.0,0.0,0.0,,
다사481465,2022,49.0,72.0,70.0,50.0,23.0,33.0,31.0,30.0,31.0,43.0,25.0,19.0,8.0,8.0,0.0,0.0,,
다사463474,2022,0.0,,,,,,0.0,0.0,,0.0,0.0,,,,,,,
다사471448,2022,7.0,0.0,0.0,0.0,7.0,7.0,15.0,10.0,7.0,0.0,7.0,8.0,0.0,0.0,,,,
다사480472,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,
다사466465,2022,27.0,31.0,12.0,19.0,32.0,35.0,35.0,35.0,24.0,32.0,20.0,22.0,17.0,13.0,,0.0,,
다사473438,2022,18.0,22.0,20.0,13.0,15.0,18.0,27.0,26.0,27.0,31.0,20.0,23.0,0.0,7.0,,,,
다사475448,2022,9.0,9.0,9.0,12.0,14.0,10.0,10.0,17.0,16.0,12.0,0.0,7.0,0.0,0.0,,0.0,,
다사470432,2022,19.0,47.0,31.0,32.0,13.0,0.0,10.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,,,,
다사466462,2022,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,
다사471460,2022,23.0,24.0,40.0,41.0,37.0,31.0,29.0,42.0,34.0,43.0,22.0,19.0,0.0,10.0,0.0,0.0,,
다사459469,2022,13.0,16.0,41.0,48.0,55.0,52.0,17.0,19.0,9.0,13.0,0.0,0.0,,0.0,,0.0,,
다사475481,2022,17.0,21.0,33.0,32.0,29.0,30.0,27.0,31.0,35.0,42.0,14.0,6.0,0.0,0.0,0.0,0.0,,
다사487449,2022,13.0,25.0,14.0,15.0,7.0,11.0,11.0,9.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,
다사469468,2022,0.0,0.0,16.0,14.0,33.0,19.0,27.0,6.0,27.0,9.0,15.0,7.0,0.0,0.0,,0.0,0.0,
다사487479,2022,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,
다사474484,2022,32.0,41.0,59.0,33.0,23.0,13.0,26.0,24.0,26.0,23.0,14.0,11.0,0.0,10.0,0.0,0.0,,
다사487469,2022,0.0,0.0,0.0,0.0,6.0,10.0,12.0,11.0,10.0,9.0,10.0,15.0,6.0,0.0,0.0,0.0,,
다사466439,2022,20.0,6.0,14.0,8.0,7.0,0.0,7.0,11.0,13.0,11.0,9.0,13.0,7.0,6.0,,,,
다사468451,2022,14.0,21.0,31.0,15.0,19.0,25.0,31.0,29.0,24.0,33.0,11.0,17.0,0.0,7.0,,,,
다사469485,2022,37.0,64.0,53.0,66.0,19.0,30.0,31.0,36.0,25.0,25.0,14.0,10.0,6.0,13.0,,,,
다사466453,2022,39.0,55.0,82.0,77.0,50.0,61.0,52.0,70.0,78.0,108.0,45.0,34.0,12.0,13.0,,0.0,,
다사471481,2022,32.0,38.0,64.0,87.0,83.0,82.0,53.0,57.0,51.0,62.0,37.0,32.0,6.0,16.0,0.0,0.0,,
다사472444,2022,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,6.0,0.0,0.0,,,,,,
다사475437,2022,10.0,12.0,11.0,11.0,13.0,8.0,18.0,22.0,11.0,17.0,12.0,9.0,0.0,0.0,,0.0,,
다사476463,2022,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,
다사459496,2022,35.0,44.0,77.0,71.0,56.0,68.0,54.0,55.0,35.0,56.0,23.0,28.0,8.0,11.0,0.0,0.0,,
다사476470,2022,,0.0,0.0,0.0,6.0,0.0,10.0,7.0,15.0,6.0,0.0,8.0,0.0,0.0,,0.0,,
다사469434,2022,17.0,24.0,23.0,22.0,0.0,9.0,16.0,11.0,17.0,22.0,10.0,17.0,9.0,10.0,,0.0,,0.0
다사464484,2022,27.0,29.0,24.0,43.0,39.0,39.0,41.0,37.0,29.0,29.0,10.0,13.0,0.0,6.0,,0.0,,
다사465477,2022,36.0,48.0,93.0,109.0,35.0,28.0,26.0,37.0,29.0,39.0,0.0,14.0,6.0,10.0,0.0,0.0,,
다사487445,2022,,,,,0.0,,,,,,,,,,,,,
다사484445,2022,24.0,37.0,37.0,50.0,25.0,21.0,22.0,21.0,23.0,25.0,16.0,19.0,0.0,10.0,0.0,0.0,,
다사487480,2022,13.0,24.0,50.0,46.0,20.0,18.0,9.0,6.0,13.0,6.0,0.0,0.0,,0.0,,,,
다사501469,2022,29.0,27.0,27.0,34.0,22.0,35.0,40.0,43.0,32.0,35.0,10.0,11.0,10.0,23.0,0.0,0.0,,
다사472451,2022,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
다사470468,2022,12.0,7.0,20.0,25.0,16.0,9.0,10.0,10.0,8.0,0.0,0.0,10.0,0.0,0.0,,0.0,,
다사486450,2022,17.0,15.0,18.0,29.0,40.0,37.0,25.0,30.0,21.0,15.0,7.0,0.0,0.0,0.0,0.0,,,
다사458473,2022,,,0.0,,,,,,0.0,,,,0.0,,,,,
다사470456,2022,23.0,25.0,21.0,9.0,20.0,12.0,23.0,18.0,18.0,22.0,17.0,24.0,9.0,14.0,0.0,0.0,,
다사476472,2022,25.0,26.0,49.0,50.0,52.0,48.0,43.0,49.0,34.0,33.0,11.0,13.0,0.0,0.0,,,,
다사480449,2022,30.0,27.0,27.0,31.0,48.0,44.0,33.0,44.0,24.0,32.0,11.0,16.0,7.0,16.0,,,,
다사477472,2022,38.0,57.0,60.0,53.0,58.0,63.0,57.0,56.0,37.0,34.0,21.0,14.0,12.0,9.0,,0.0,,
다사461488,2022,6.0,0.0,27.0,29.0,20.0,18.0,8.0,13.0,11.0,9.0,0.0,0.0,0.0,0.0,,,,
다사474446,2022,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,
다사465452,2022,11.0,11.0,14.0,13.0,7.0,12.0,12.0,14.0,18.0,23.0,12.0,9.0,0.0,0.0,,0.0,,
다사471486,2022,38.0,107.0,70.0,117.0,21.0,28.0,12.0,8.0,7.0,6.0,,0.0,0.0,0.0,,,,
다사463491,2022,80.0,62.0,58.0,62.0,71.0,84.0,90.0,93.0,84.0,77.0,28.0,31.0,16.0,13.0,0.0,0.0,,
다사472470,2022,9.0,20.0,25.0,14.0,17.0,8.0,33.0,13.0,50.0,21.0,12.0,8.0,6.0,0.0,,0.0,,
다사472438,2022,6.0,8.0,7.0,6.0,9.0,0.0,15.0,17.0,16.0,14.0,14.0,13.0,0.0,7.0,,0.0,,
다사478470,2022,12.0,17.0,49.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
다사500468,2022,51.0,45.0,21.0,31.0,58.0,82.0,82.0,85.0,52.0,59.0,34.0,45.0,24.0,23.0,0.0,7.0,,
다사475468,2022,,,0.0,,7.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
다사471467,2022,13.0,11.0,17.0,17.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
다사465475,2022,,0.0,6.0,6.0,7.0,0.0,0.0,9.0,8.0,0.0,0.0,7.0,0.0,0.0,,,,
다사483452,2022,61.0,53.0,69.0,78.0,43.0,48.0,73.0,95.0,91.0,82.0,36.0,32.0,14.0,17.0,0.0,0.0,,
다사473461,2022,40.0,44.0,32.0,32.0,41.0,35.0,43.0,56.0,40.0,35.0,21.0,17.0,6.0,8.0,,,,
다사483459,2022,14.0,9.0,16.0,19.0,11.0,9.0,21.0,14.0,12.0,8.0,0.0,6.0,0.0,7.0,0.0,0.0,,
다사461494,2022,38.0,37.0,55.0,29.0,38.0,37.0,53.0,39.0,45.0,44.0,23.0,24.0,11.0,13.0,,0.0,,
다사472450,2022,11.0,15.0,18.0,6.0,23.0,27.0,34.0,27.0,35.0,29.0,12.0,17.0,8.0,7.0,,0.0,,
다사477438,2022,,,,,,,0.0,,0.0,0.0,,,,,,,,
다사469477,2022,37.0,50.0,51.0,57.0,35.0,34.0,28.0,30.0,29.0,26.0,8.0,11.0,9.0,9.0,0.0,0.0,,
다사478478,2022,11.0,10.0,15.0,21.0,24.0,25.0,13.0,22.0,28.0,30.0,16.0,10.0,0.0,0.0,0.0,0.0,,
다사492473,2022,,,,,0.0,,,,,,,,,,,,,
다사459472,2022,6.0,6.0,26.0,14.0,0.0,0.0,24.0,8.0,12.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,
다사462470,2022,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,,0.0,,,,
다사462468,2022,8.0,7.0,10.0,6.0,16.0,17.0,15.0,9.0,11.0,14.0,0.0,8.0,0.0,0.0,,0.0,,
다사454474,2022,47.0,71.0,119.0,153.0,69.0,68.0,58.0,49.0,37.0,55.0,29.0,35.0,13.0,10.0,0.0,0.0,,
다사463472,2022,14.0,17.0,26.0,18.0,21.0,10.0,26.0,21.0,18.0,23.0,18.0,19.0,0.0,9.0,0.0,0.0,,
다사463458,2022,,,,,,,,,0.0,,0.0,0.0,,,,,,
다사472464,2022,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사473448,2022,18.0,20.0,22.0,15.0,25.0,22.0,20.0,25.0,29.0,37.0,24.0,29.0,0.0,0.0,,0.0,,
다사487464,2022,33.0,20.0,32.0,20.0,11.0,0.0,0.0,8.0,9.0,10.0,0.0,9.0,0.0,0.0,,,,
다사463490,2022,19.0,19.0,57.0,64.0,42.0,31.0,32.0,29.0,33.0,34.0,9.0,15.0,7.0,0.0,,,,
다사478450,2022,23.0,23.0,22.0,34.0,29.0,29.0,35.0,36.0,41.0,47.0,14.0,14.0,0.0,9.0,0.0,0.0,,
다사487460,2022,33.0,41.0,51.0,42.0,22.0,15.0,42.0,22.0,28.0,24.0,12.0,20.0,8.0,15.0,0.0,0.0,,
다사473484,2022,44.0,94.0,118.0,115.0,32.0,32.0,25.0,28.0,23.0,24.0,15.0,16.0,8.0,11.0,0.0,0.0,,
다사468441,2022,0.0,0.0,17.0,0.0,0.0,0.0,0.0,8.0,9.0,10.0,0.0,0.0,,0.0,,,,
다사468438,2022,17.0,8.0,12.0,12.0,23.0,22.0,28.0,27.0,34.0,27.0,12.0,21.0,6.0,17.0,0.0,0.0,,
다사480469,2022,39.0,97.0,130.0,125.0,28.0,21.0,17.0,0.0,8.0,0.0,0.0,0.0,,,,,,
다사459471,2022,6.0,0.0,8.0,9.0,9.0,6.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,,,,
다사486460,2022,37.0,29.0,49.0,31.0,34.0,19.0,43.0,20.0,27.0,26.0,16.0,18.0,7.0,13.0,,0.0,,
다사465458,2022,6.0,8.0,58.0,44.0,28.0,20.0,16.0,16.0,10.0,11.0,8.0,9.0,0.0,0.0,,0.0,,
다사468459,2022,16.0,38.0,32.0,22.0,19.0,7.0,12.0,9.0,0.0,7.0,0.0,0.0,,,,0.0,,
다사470442,2022,26.0,18.0,60.0,40.0,39.0,43.0,53.0,42.0,40.0,60.0,21.0,24.0,9.0,17.0,0.0,0.0,,
다사481466,2022,101.0,139.0,109.0,81.0,32.0,27.0,18.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,
다사472435,2022,31.0,22.0,18.0,14.0,18.0,19.0,25.0,24.0,20.0,29.0,13.0,26.0,10.0,10.0,0.0,0.0,,
다사482457,2022,17.0,18.0,18.0,16.0,26.0,13.0,28.0,37.0,36.0,34.0,18.0,21.0,0.0,16.0,0.0,,,
다사485464,2022,12.0,8.0,0.0,6.0,9.0,8.0,10.0,13.0,13.0,11.0,9.0,8.0,0.0,8.0,0.0,,,
다사459464,2022,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,
다사474482,2022,19.0,13.0,23.0,23.0,19.0,18.0,20.0,24.0,17.0,14.0,9.0,16.0,13.0,9.0,0.0,0.0,,
다사474436,2022,33.0,33.0,41.0,25.0,28.0,20.0,34.0,38.0,22.0,42.0,25.0,29.0,13.0,10.0,,8.0,,
다사467438,2022,7.0,0.0,0.0,6.0,6.0,7.0,12.0,12.0,12.0,11.0,9.0,11.0,0.0,0.0,,,,
다사479469,2022,28.0,59.0,76.0,60.0,36.0,17.0,27.0,17.0,36.0,10.0,0.0,7.0,0.0,,,,,
다사475480,2022,24.0,32.0,42.0,55.0,38.0,47.0,53.0,54.0,42.0,63.0,31.0,40.0,13.0,11.0,0.0,6.0,,
다사479472,2022,0.0,,0.0,0.0,10.0,,11.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,
다사485460,2022,15.0,13.0,17.0,12.0,12.0,11.0,14.0,9.0,14.0,13.0,9.0,12.0,0.0,6.0,0.0,0.0,,
다사486455,2022,36.0,24.0,21.0,24.0,30.0,36.0,55.0,56.0,55.0,54.0,22.0,21.0,7.0,8.0,0.0,0.0,,
다사480447,2022,57.0,39.0,45.0,61.0,74.0,76.0,59.0,82.0,62.0,61.0,33.0,33.0,11.0,14.0,0.0,0.0,,
다사472443,2022,14.0,10.0,6.0,14.0,12.0,9.0,15.0,15.0,9.0,15.0,7.0,7.0,0.0,0.0,,0.0,,
다사476462,2022,15.0,22.0,14.0,19.0,10.0,11.0,23.0,11.0,25.0,8.0,0.0,,0.0,0.0,,,,
다사463465,2022,27.0,28.0,13.0,20.0,29.0,39.0,39.0,38.0,25.0,23.0,16.0,33.0,16.0,12.0,0.0,0.0,,
다사463461,2022,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,
다사483445,2022,28.0,30.0,32.0,45.0,26.0,17.0,35.0,27.0,20.0,29.0,18.0,15.0,7.0,9.0,0.0,0.0,,
다사481459,2022,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,7.0,8.0,6.0,7.0,0.0,0.0,,0.0,,
다사465464,2022,22.0,8.0,20.0,25.0,35.0,36.0,21.0,24.0,36.0,40.0,28.0,31.0,12.0,14.0,7.0,0.0,,
다사470448,2022,14.0,10.0,15.0,9.0,18.0,7.0,22.0,20.0,11.0,19.0,11.0,6.0,0.0,0.0,,,,
다사473447,2022,33.0,29.0,30.0,18.0,34.0,33.0,37.0,37.0,29.0,30.0,24.0,27.0,11.0,13.0,,0.0,,
다사488468,2022,20.0,28.0,17.0,35.0,26.0,26.0,28.0,37.0,33.0,42.0,19.0,15.0,7.0,12.0,0.0,,,
다사475438,2022,7.0,31.0,30.0,19.0,15.0,11.0,21.0,23.0,28.0,22.0,17.0,19.0,0.0,8.0,,,,
다사467478,2022,11.0,30.0,25.0,29.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,
다사471469,2022,0.0,,,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,,0.0,,,,
다사486456,2022,18.0,30.0,18.0,25.0,18.0,20.0,23.0,32.0,25.0,33.0,14.0,13.0,0.0,6.0,,0.0,,
다사483453,2022,36.0,31.0,38.0,26.0,33.0,36.0,38.0,46.0,41.0,34.0,0.0,7.0,0.0,8.0,0.0,,,
다사478458,2022,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,,,,,
다사485461,2022,27.0,20.0,33.0,28.0,27.0,28.0,45.0,33.0,52.0,41.0,16.0,16.0,9.0,13.0,0.0,0.0,,
다사460475,2022,,,,,,,0.0,,,,,,,,,,,
다사463488,2022,0.0,11.0,49.0,38.0,13.0,9.0,0.0,0.0,,0.0,0.0,0.0,,,,,,
다사486461,2022,18.0,12.0,18.0,13.0,23.0,19.0,24.0,19.0,28.0,30.0,13.0,18.0,0.0,9.0,0.0,,,
다사469486,2022,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,
다사457470,2022,10.0,19.0,33.0,49.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
다사465485,2022,,,,,,,,,,,,,0.0,,,,,
다사466471,2022,18.0,24.0,24.0,28.0,7.0,13.0,17.0,13.0,11.0,11.0,8.0,10.0,0.0,0.0,0.0,0.0,,
다사465468,2022,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,
다사462471,2022,14.0,16.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
다사474445,2022,7.0,6.0,11.0,8.0,9.0,13.0,18.0,16.0,20.0,25.0,12.0,17.0,0.0,7.0,,,,
다사467488,2022,47.0,78.0,97.0,85.0,33.0,25.0,30.0,20.0,14.0,13.0,10.0,11.0,0.0,6.0,,0.0,,
다사459467,2022,10.0,11.0,62.0,81.0,44.0,48.0,23.0,18.0,7.0,8.0,0.0,9.0,0.0,6.0,,,,
다사471453,2022,0.0,6.0,6.0,0.0,0.0,0.0,8.0,6.0,0.0,8.0,7.0,9.0,0.0,0.0,,0.0,,
다사456472,2022,0.0,9.0,35.0,34.0,28.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사465438,2022,,,,,,,0.0,,,,,,,,,,,
다사486445,2022,16.0,23.0,19.0,18.0,11.0,8.0,15.0,16.0,12.0,22.0,10.0,7.0,0.0,0.0,,,,
다사472455,2022,16.0,12.0,19.0,9.0,17.0,10.0,16.0,21.0,13.0,10.0,9.0,12.0,0.0,9.0,0.0,0.0,,
다사491463,2022,16.0,7.0,11.0,15.0,9.0,9.0,8.0,10.0,10.0,13.0,0.0,6.0,0.0,0.0,0.0,,,
다사469449,2022,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,
다사489461,2022,45.0,135.0,81.0,74.0,16.0,13.0,11.0,13.0,9.0,9.0,0.0,0.0,0.0,0.0,,0.0,,
다사464488,2022,23.0,26.0,48.0,58.0,34.0,26.0,25.0,30.0,23.0,21.0,15.0,21.0,13.0,10.0,,0.0,,
다사499471,2022,27.0,30.0,28.0,45.0,55.0,45.0,47.0,42.0,24.0,33.0,12.0,22.0,0.0,9.0,0.0,0.0,,
다사482452,2022,11.0,14.0,18.0,24.0,16.0,21.0,25.0,23.0,20.0,21.0,10.0,14.0,0.0,0.0,,0.0,,
다사478457,2022,19.0,16.0,23.0,19.0,20.0,14.0,25.0,23.0,30.0,23.0,24.0,24.0,6.0,11.0,0.0,0.0,,
다사472480,2022,48.0,42.0,107.0,125.0,108.0,96.0,68.0,74.0,65.0,74.0,24.0,31.0,12.0,19.0,0.0,0.0,,
다사459477,2022,24.0,26.0,85.0,98.0,59.0,53.0,26.0,28.0,26.0,41.0,24.0,32.0,13.0,10.0,0.0,0.0,,0.0
다사466440,2022,10.0,0.0,10.0,7.0,9.0,10.0,27.0,21.0,15.0,14.0,16.0,21.0,8.0,14.0,,,,
