gid,year,m_20g_pop,w_20g_pop,m_30g_pop,w_30g_pop,m_40g_pop,w_40g_pop,m_50g_pop,w_50g_pop,m_60g_pop,w_60g_pop,m_70g_pop,w_70g_pop,m_80g_pop,w_80g_pop,m_90g_pop,w_90g_pop,m_100g_pop,w_100g_pop
다사462482,2022,24.0,25.0,49.0,57.0,39.0,48.0,48.0,40.0,27.0,28.0,12.0,14.0,0.0,6.0,,,,
다사488481,2022,0.0,0.0,19.0,18.0,19.0,15.0,13.0,15.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,,,
다사471483,2022,28.0,51.0,69.0,76.0,50.0,67.0,37.0,41.0,35.0,39.0,28.0,27.0,8.0,16.0,0.0,0.0,,
다사465476,2022,20.0,18.0,29.0,31.0,19.0,22.0,31.0,13.0,22.0,10.0,10.0,9.0,0.0,9.0,,0.0,,
다사477461,2022,7.0,10.0,7.0,6.0,9.0,10.0,13.0,19.0,18.0,17.0,12.0,15.0,0.0,9.0,0.0,0.0,,
다사498474,2022,6.0,10.0,10.0,6.0,6.0,7.0,12.0,13.0,15.0,16.0,10.0,10.0,10.0,12.0,0.0,0.0,,
다사486448,2022,29.0,47.0,38.0,35.0,11.0,16.0,9.0,13.0,8.0,8.0,0.0,0.0,0.0,0.0,,0.0,,
다사476475,2022,8.0,27.0,31.0,32.0,10.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사474448,2022,0.0,0.0,19.0,10.0,12.0,11.0,27.0,9.0,22.0,20.0,10.0,10.0,0.0,6.0,,0.0,,
다사470481,2022,30.0,55.0,25.0,30.0,35.0,44.0,52.0,59.0,33.0,36.0,20.0,22.0,10.0,10.0,,0.0,,
다사475479,2022,59.0,72.0,41.0,44.0,30.0,36.0,56.0,59.0,45.0,46.0,17.0,20.0,9.0,14.0,0.0,0.0,,
다사467450,2022,34.0,34.0,33.0,26.0,32.0,26.0,42.0,40.0,43.0,31.0,15.0,21.0,0.0,8.0,,,,
다사476447,2022,10.0,11.0,9.0,12.0,7.0,0.0,9.0,12.0,15.0,10.0,9.0,12.0,0.0,0.0,,,,
다사465491,2022,11.0,10.0,33.0,28.0,12.0,11.0,23.0,11.0,13.0,7.0,0.0,8.0,0.0,8.0,0.0,,,
다사489455,2022,19.0,7.0,8.0,20.0,20.0,12.0,14.0,18.0,12.0,17.0,9.0,17.0,6.0,13.0,,0.0,,
다사475435,2022,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
다사476438,2022,7.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사470473,2022,32.0,56.0,28.0,33.0,32.0,43.0,59.0,52.0,32.0,41.0,22.0,40.0,17.0,16.0,0.0,0.0,,0.0
다사492467,2022,16.0,21.0,22.0,20.0,19.0,28.0,33.0,37.0,42.0,39.0,29.0,24.0,13.0,16.0,0.0,0.0,0.0,
다사467433,2022,6.0,11.0,8.0,11.0,0.0,9.0,17.0,12.0,10.0,14.0,0.0,10.0,0.0,0.0,,,,
다사479462,2022,0.0,0.0,0.0,,0.0,0.0,6.0,,0.0,,,0.0,0.0,0.0,,,,
다사476451,2022,6.0,7.0,38.0,50.0,44.0,35.0,13.0,17.0,11.0,18.0,6.0,10.0,0.0,0.0,,0.0,,
다사473437,2022,27.0,31.0,31.0,17.0,25.0,20.0,36.0,25.0,26.0,34.0,18.0,32.0,12.0,8.0,,0.0,,
다사482463,2022,17.0,14.0,27.0,17.0,26.0,31.0,31.0,34.0,41.0,42.0,22.0,33.0,9.0,15.0,0.0,0.0,,
다사469452,2022,58.0,44.0,58.0,70.0,46.0,58.0,73.0,74.0,65.0,83.0,35.0,30.0,11.0,16.0,0.0,0.0,,
다사477475,2022,58.0,148.0,119.0,167.0,20.0,27.0,14.0,10.0,7.0,7.0,,0.0,0.0,0.0,,,,
다사476440,2022,0.0,7.0,30.0,37.0,29.0,25.0,12.0,13.0,8.0,14.0,7.0,10.0,0.0,0.0,,,,
다사465492,2022,6.0,11.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사476453,2022,8.0,0.0,6.0,0.0,8.0,7.0,17.0,8.0,10.0,14.0,0.0,6.0,0.0,6.0,,0.0,,
다사464482,2022,86.0,92.0,101.0,109.0,120.0,133.0,114.0,122.0,68.0,56.0,29.0,34.0,9.0,16.0,0.0,,,
다사467452,2022,19.0,15.0,17.0,16.0,16.0,16.0,16.0,18.0,18.0,16.0,6.0,6.0,0.0,0.0,,0.0,,
다사474485,2022,34.0,27.0,49.0,55.0,33.0,25.0,28.0,46.0,41.0,46.0,28.0,21.0,11.0,12.0,,0.0,0.0,
다사464489,2022,9.0,15.0,21.0,18.0,0.0,8.0,6.0,7.0,6.0,0.0,0.0,,0.0,0.0,,,,
다사472463,2022,,,,,,,0.0,,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,,
다사474456,2022,7.0,0.0,8.0,7.0,8.0,6.0,11.0,8.0,15.0,15.0,9.0,6.0,0.0,11.0,0.0,,,
다사483457,2022,26.0,18.0,19.0,12.0,23.0,25.0,36.0,34.0,38.0,42.0,19.0,27.0,11.0,14.0,0.0,0.0,,
다사472432,2022,0.0,0.0,9.0,7.0,8.0,0.0,7.0,6.0,0.0,8.0,0.0,6.0,0.0,0.0,,,,
다사472434,2022,9.0,13.0,25.0,14.0,11.0,10.0,15.0,11.0,9.0,15.0,11.0,14.0,0.0,7.0,,0.0,,
다사466438,2022,10.0,6.0,7.0,8.0,0.0,7.0,11.0,13.0,18.0,18.0,13.0,17.0,0.0,8.0,,0.0,,
다사487447,2022,16.0,23.0,22.0,17.0,6.0,0.0,10.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,
다사475467,2022,6.0,10.0,20.0,14.0,15.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,
다사471442,2022,9.0,7.0,20.0,10.0,10.0,11.0,12.0,13.0,9.0,10.0,6.0,6.0,0.0,0.0,0.0,,,
다사461474,2022,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,,,,
다사477441,2022,17.0,9.0,7.0,11.0,15.0,18.0,14.0,15.0,13.0,10.0,0.0,6.0,0.0,0.0,,,,
다사461470,2022,0.0,9.0,17.0,16.0,14.0,12.0,0.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,,,,
다사473479,2022,21.0,19.0,32.0,37.0,48.0,57.0,38.0,40.0,21.0,21.0,13.0,18.0,9.0,8.0,,0.0,,
다사472442,2022,11.0,6.0,16.0,14.0,14.0,11.0,17.0,17.0,22.0,33.0,20.0,19.0,7.0,11.0,0.0,0.0,,
다사478456,2022,28.0,35.0,33.0,20.0,34.0,17.0,37.0,25.0,26.0,34.0,20.0,26.0,6.0,14.0,0.0,0.0,,
다사483458,2022,16.0,20.0,26.0,29.0,26.0,19.0,31.0,33.0,42.0,39.0,16.0,19.0,8.0,13.0,,0.0,,
다사468471,2022,29.0,49.0,74.0,69.0,29.0,18.0,33.0,16.0,35.0,25.0,19.0,20.0,6.0,9.0,0.0,,,
다사489459,2022,7.0,12.0,37.0,25.0,19.0,15.0,16.0,0.0,13.0,9.0,6.0,9.0,0.0,0.0,,0.0,,
다사461461,2022,8.0,6.0,0.0,8.0,12.0,17.0,12.0,11.0,6.0,7.0,0.0,0.0,0.0,0.0,,,,
다사473459,2022,73.0,49.0,47.0,51.0,54.0,53.0,89.0,86.0,42.0,48.0,22.0,27.0,13.0,16.0,0.0,0.0,,
다사487446,2022,0.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,
다사471454,2022,7.0,13.0,9.0,7.0,9.0,9.0,10.0,0.0,6.0,11.0,7.0,0.0,0.0,0.0,,0.0,,
다사475461,2022,28.0,25.0,47.0,20.0,18.0,24.0,14.0,27.0,30.0,34.0,23.0,22.0,11.0,15.0,,0.0,,
다사489460,2022,19.0,13.0,28.0,17.0,11.0,0.0,15.0,6.0,12.0,6.0,0.0,0.0,,0.0,,,,
다사478463,2022,6.0,0.0,9.0,7.0,13.0,8.0,18.0,15.0,22.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,,
다사485454,2022,19.0,14.0,20.0,11.0,16.0,19.0,20.0,30.0,31.0,27.0,17.0,18.0,6.0,0.0,0.0,0.0,,
다사471487,2022,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,,0.0,0.0,0.0,0.0,,,,
다사480463,2022,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,
다사474457,2022,39.0,26.0,29.0,40.0,23.0,25.0,43.0,39.0,35.0,31.0,11.0,15.0,0.0,13.0,,0.0,,
다사467446,2022,,,,,,,,,,0.0,,,,,,,,
다사463466,2022,38.0,35.0,82.0,99.0,93.0,95.0,54.0,55.0,40.0,63.0,26.0,25.0,8.0,27.0,0.0,0.0,,
다사482459,2022,10.0,18.0,6.0,14.0,12.0,8.0,21.0,18.0,0.0,9.0,8.0,16.0,0.0,6.0,0.0,0.0,,
다사500472,2022,15.0,15.0,15.0,12.0,11.0,11.0,19.0,23.0,17.0,19.0,17.0,16.0,15.0,15.0,0.0,0.0,,
다사491480,2022,0.0,0.0,0.0,0.0,0.0,,0.0,,9.0,0.0,0.0,,,0.0,,,,
다사462489,2022,,,0.0,,0.0,,,,0.0,,,,,,,,,
다사473468,2022,0.0,14.0,6.0,8.0,10.0,0.0,0.0,,0.0,0.0,,,,,,,,
다사476437,2022,6.0,9.0,0.0,,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,
다사481461,2022,19.0,8.0,20.0,17.0,9.0,14.0,26.0,21.0,30.0,29.0,16.0,17.0,0.0,12.0,,0.0,,
다사462460,2022,26.0,20.0,34.0,30.0,51.0,50.0,32.0,34.0,27.0,54.0,34.0,40.0,15.0,15.0,,0.0,,
다사469487,2022,15.0,24.0,40.0,26.0,18.0,11.0,9.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,
다사468454,2022,29.0,28.0,43.0,31.0,27.0,27.0,34.0,32.0,34.0,30.0,10.0,14.0,0.0,8.0,0.0,0.0,,
다사470467,2022,,,,,,,0.0,,0.0,,0.0,,,,,,,
다사469465,2022,0.0,8.0,10.0,13.0,26.0,20.0,13.0,14.0,18.0,10.0,0.0,0.0,0.0,0.0,,,0.0,
다사478466,2022,0.0,0.0,0.0,0.0,12.0,0.0,13.0,0.0,24.0,0.0,6.0,0.0,,0.0,,,,
다사474465,2022,,0.0,0.0,0.0,6.0,,13.0,0.0,11.0,0.0,9.0,0.0,,,,0.0,,
다사461492,2022,32.0,72.0,70.0,70.0,20.0,15.0,0.0,7.0,0.0,0.0,,0.0,,0.0,,,,
다사475446,2022,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사487452,2022,,,,,,,,,,,,,,,,,,
다사467455,2022,25.0,27.0,43.0,31.0,39.0,28.0,40.0,35.0,40.0,46.0,25.0,22.0,10.0,12.0,,0.0,,
다사469482,2022,22.0,65.0,67.0,106.0,16.0,20.0,8.0,11.0,0.0,0.0,,0.0,,,,,,
다사471449,2022,32.0,30.0,27.0,19.0,33.0,24.0,45.0,39.0,43.0,45.0,26.0,27.0,10.0,15.0,0.0,0.0,,
다사464473,2022,15.0,31.0,31.0,34.0,28.0,28.0,36.0,35.0,38.0,37.0,12.0,11.0,8.0,10.0,,0.0,,
다사488459,2022,26.0,14.0,37.0,27.0,47.0,27.0,56.0,38.0,36.0,39.0,13.0,22.0,11.0,19.0,0.0,0.0,,
다사488457,2022,27.0,44.0,32.0,28.0,29.0,31.0,37.0,34.0,32.0,34.0,22.0,19.0,6.0,9.0,0.0,0.0,,0.0
다사481457,2022,26.0,27.0,33.0,28.0,29.0,19.0,39.0,33.0,43.0,50.0,23.0,23.0,13.0,14.0,,0.0,,
다사473450,2022,22.0,15.0,28.0,38.0,27.0,39.0,35.0,30.0,21.0,17.0,0.0,8.0,0.0,0.0,,,,
다사464475,2022,28.0,40.0,41.0,39.0,16.0,17.0,20.0,23.0,25.0,14.0,10.0,10.0,0.0,8.0,0.0,0.0,,
다사470463,2022,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,
다사487470,2022,12.0,8.0,9.0,11.0,0.0,0.0,16.0,17.0,14.0,16.0,7.0,11.0,9.0,6.0,0.0,,,
다사467486,2022,0.0,0.0,7.0,12.0,0.0,,0.0,0.0,7.0,,0.0,,,,,,,
다사465482,2022,42.0,30.0,33.0,39.0,48.0,60.0,58.0,50.0,34.0,39.0,22.0,24.0,6.0,12.0,0.0,0.0,,
다사477449,2022,8.0,17.0,21.0,31.0,18.0,17.0,18.0,21.0,16.0,18.0,6.0,6.0,0.0,0.0,,0.0,,
다사473465,2022,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,,
다사473442,2022,26.0,30.0,26.0,19.0,28.0,31.0,47.0,41.0,44.0,44.0,29.0,38.0,18.0,11.0,0.0,7.0,,
다사464443,2022,27.0,16.0,25.0,11.0,23.0,20.0,34.0,46.0,38.0,47.0,24.0,22.0,6.0,13.0,0.0,0.0,,
다사458466,2022,19.0,16.0,22.0,30.0,47.0,42.0,28.0,29.0,14.0,14.0,0.0,0.0,0.0,0.0,,,,
다사473452,2022,16.0,14.0,19.0,10.0,15.0,16.0,17.0,21.0,36.0,29.0,12.0,17.0,8.0,14.0,0.0,0.0,,
다사469471,2022,35.0,61.0,100.0,80.0,25.0,24.0,19.0,22.0,16.0,16.0,8.0,0.0,0.0,0.0,,0.0,,
다사465449,2022,60.0,58.0,63.0,66.0,41.0,57.0,65.0,87.0,70.0,76.0,30.0,25.0,14.0,18.0,0.0,0.0,,
다사476436,2022,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,
다사469461,2022,,,,,0.0,0.0,0.0,,,,,,,,,,,
다사456464,2022,11.0,12.0,16.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
다사458471,2022,18.0,23.0,67.0,68.0,46.0,46.0,42.0,45.0,32.0,39.0,24.0,27.0,0.0,12.0,0.0,0.0,,
다사471440,2022,15.0,18.0,30.0,19.0,24.0,15.0,24.0,26.0,24.0,32.0,24.0,32.0,0.0,8.0,0.0,,,
다사460467,2022,11.0,13.0,7.0,10.0,29.0,26.0,30.0,22.0,16.0,11.0,17.0,19.0,7.0,0.0,0.0,0.0,,
다사474468,2022,0.0,0.0,0.0,0.0,9.0,0.0,13.0,,7.0,,0.0,,,,,,,
다사492463,2022,0.0,6.0,6.0,6.0,0.0,0.0,10.0,10.0,6.0,6.0,0.0,6.0,0.0,0.0,,,,
다사461497,2022,,,,,,,,,,,,,,,,,,
다사451468,2022,,,,,,,,,,,,,,,,,,
다사480478,2022,,,,,,,,,,,,,,,,,,
다사466477,2022,,,,,,,,,,,,,,,,,,
다사491465,2022,,,,,,,,,,,,,,,,,,
다사479479,2022,,,,,,,,,,,,,,,,,,
다사467461,2022,,,,,,,,,,,,,,,,,,
다사471491,2022,,,,,,,,,,,,,,,,,,
다사468499,2022,,,,,,,,,,,,,,,,,,
다사458504,2022,,,,,,,,,,,,,,,,,,
다사460489,2022,,,,,,,,,,,,,,,,,,
다사488471,2022,,,,,,,,,,,,,,,,,,
다사477483,2022,,,,,,,,,,,,,,,,,,
다사455496,2022,,,,,,,,,,,,,,,,,,
다사493464,2022,,,,,,,,,,,,,,,,,,
다사469439,2022,,,,,,,,,,,,,,,,,,
다사486477,2022,,,,,,,,,,,,,,,,,,
다사469488,2022,,,,,,,,,,,,,,,,,,
다사495478,2022,,,,,,,,,,,,,,,,,,
다사506470,2022,,,,,,,,,,,,,,,,,,
다사459460,2022,,,,,,,,,,,,,,,,,,
다사485455,2022,,,,,,,,,,,,,,,,,,
다사468497,2022,,,,,,,,,,,,,,,,,,
다사468460,2022,,,,,,,,,,,,,,,,,,
다사485465,2022,,,,,,,,,,,,,,,,,,
다사478477,2022,,,,,,,,,,,,,,,,,,
다사463483,2022,,,,,,,,,,,,,,,,,,
다사482451,2022,,,,,,,,,,,,,,,,,,
다사492489,2022,,,,,,,,,,,,,,,,,,
다사465497,2022,,,,,,,,,,,,,,,,,,
다사482483,2022,,,,,,,,,,,,,,,,,,
다사453466,2022,,,,,,,,,,,,,,,,,,
다사502475,2022,,,,,,,,,,,,,,,,,,
다사491490,2022,,,,,,,,,,,,,,,,,,
다사495488,2022,,,,,,,,,,,,,,,,,,
다사499479,2022,,,,,,,,,,,,,,,,,,
다사473486,2022,,,,,,,,,,,,,,,,,,
다사452508,2022,,,,,,,,,,,,,,,,,,
다사461477,2022,,,,,,,,,,,,,,,,,,
다사494463,2022,,,,,,,,,,,,,,,,,,
다사505483,2022,,,,,,,,,,,,,,,,,,
다사470488,2022,,,,,,,,,,,,,,,,,,
다사512465,2022,,,,,,,,,,,,,,,,,,
다사464499,2022,,,,,,,,,,,,,,,,,,
다사488466,2022,,,,,,,,,,,,,,,,,,
다사486492,2022,,,,,,,,,,,,,,,,,,
다사458462,2022,,,,,,,,,,,,,,,,,,
다사494481,2022,,,,,,,,,,,,,,,,,,
다사459502,2022,,,,,,,,,,,,,,,,,,
다사475490,2022,,,,,,,,,,,,,,,,,,
다사461502,2022,,,,,,,,,,,,,,,,,,
다사498487,2022,,,,,,,,,,,,,,,,,,
다사484484,2022,,,,,,,,,,,,,,,,,,
다사505479,2022,,,,,,,,,,,,,,,,,,
다사475463,2022,,,,,,,,,,,,,,,,,,
다사464440,2022,,,,,,,,,,,,,,,,,,
다사509467,2022,,,,,,,,,,,,,,,,,,
다사498485,2022,,,,,,,,,,,,,,,,,,
다사500488,2022,,,,,,,,,,,,,,,,,,
다사458499,2022,,,,,,,,,,,,,,,,,,
다사458492,2022,,,,,,,,,,,,,,,,,,
다사455503,2022,,,,,,,,,,,,,,,,,,
다사493482,2022,,,,,,,,,,,,,,,,,,
다사459488,2022,,,,,,,,,,,,,,,,,,
다사511473,2022,,,,,,,,,,,,,,,,,,
다사500487,2022,,,,,,,,,,,,,,,,,,
다사498465,2022,,,,,,,,,,,,,,,,,,
다사502488,2022,,,,,,,,,,,,,,,,,,
다사481483,2022,,,,,,,,,,,,,,,,,,
다사505465,2022,,,,,,,,,,,,,,,,,,
다사502477,2022,,,,,,,,,,,,,,,,,,
다사478464,2022,,,,,,,,,,,,,,,,,,
다사511481,2022,,,,,,,,,,,,,,,,,,
다사480485,2022,,,,,,,,,,,,,,,,,,
다사512467,2022,,,,,,,,,,,,,,,,,,
다사501482,2022,,,,,,,,,,,,,,,,,,
다사452504,2022,,,,,,,,,,,,,,,,,,
다사509477,2022,,,,,,,,,,,,,,,,,,
다사508468,2022,,,,,,,,,,,,,,,,,,
다사477464,2022,,,,,,,,,,,,,,,,,,
다사470494,2022,,,,,,,,,,,,,,,,,,
다사483485,2022,,,,,,,,,,,,,,,,,,
다사497486,2022,,,,,,,,,,,,,,,,,,
다사457479,2022,,,,,,,,,,,,,,,,,,
다사467494,2022,,,,,,,,,,,,,,,,,,
다사503474,2022,,,,,,,,,,,,,,,,,,
다사504488,2022,,,,,,,,,,,,,,,,,,
다사463446,2022,,,,,,,,,,,,,,,,,,
다사465501,2022,,,,,,,,,,,,,,,,,,
다사499476,2022,,,,,,,,,,,,,,,,,,
다사483476,2022,,,,,,,,,,,,,,,,,,
다사508470,2022,,,,,,,,,,,,,,,,,,
다사468489,2022,,,,,,,,,,,,,,,,,,
다사459479,2022,,,,,,,,,,,,,,,,,,
다사468491,2022,,,,,,,,,,,,,,,,,,
다사489467,2022,,,,,,,,,,,,,,,,,,
다사488474,2022,,,,,,,,,,,,,,,,,,
다사478483,2022,,,,,,,,,,,,,,,,,,
다사462479,2022,,,,,,,,,,,,,,,,,,
다사484468,2022,,,,,,,,,,,,,,,,,,
다사462498,2022,,,,,,,,,,,,,,,,,,
다사478485,2022,,,,,,,,,,,,,,,,,,
다사459482,2022,,,,,,,,,,,,,,,,,,
다사495485,2022,,,,,,,,,,,,,,,,,,
다사468481,2022,,,,,,,,,,,,,,,,,,
다사452502,2022,,,,,,,,,,,,,,,,,,
다사501464,2022,,,,,,,,,,,,,,,,,,
다사482486,2022,,,,,,,,,,,,,,,,,,
다사462500,2022,,,,,,,,,,,,,,,,,,
다사485443,2022,,,,,,,,,,,,,,,,,,
다사463468,2022,,,,,,,,,,,,,,,,,,
다사466468,2022,,,,,,,,,,,,,,,,,,
다사502473,2022,,,,,,,,,,,,,,,,,,
다사490475,2022,,,,,,,,,,,,,,,,,,
다사501473,2022,,,,,,,,,,,,,,,,,,
다사465454,2022,,,,,,,,,,,,,,,,,,
다사474489,2022,,,,,,,,,,,,,,,,,,
다사458506,2022,,,,,,,,,,,,,,,,,,
다사512477,2022,,,,,,,,,,,,,,,,,,
다사493478,2022,,,,,,,,,,,,,,,,,,
다사464441,2022,,,,,,,,,,,,,,,,,,
다사508466,2022,,,,,,,,,,,,,,,,,,
다사497483,2022,,,,,,,,,,,,,,,,,,
다사500482,2022,,,,,,,,,,,,,,,,,,
다사470490,2022,,,,,,,,,,,,,,,,,,
다사466433,2022,,,,,,,,,,,,,,,,,,
다사480486,2022,,,,,,,,,,,,,,,,,,
다사463480,2022,,,,,,,,,,,,,,,,,,
다사479476,2022,,,,,,,,,,,,,,,,,,
다사450505,2022,,,,,,,,,,,,,,,,,,
다사458493,2022,,,,,,,,,,,,,,,,,,
다사457494,2022,,,,,,,,,,,,,,,,,,
다사479475,2022,,,,,,,,,,,,,,,,,,
다사454477,2022,,,,,,,,,,,,,,,,,,
다사477486,2022,,,,,,,,,,,,,,,,,,
다사456498,2022,,,,,,,,,,,,,,,,,,
다사486474,2022,,,,,,,,,,,,,,,,,,
다사477492,2022,,,,,,,,,,,,,,,,,,
다사496490,2022,,,,,,,,,,,,,,,,,,
다사492475,2022,,,,,,,,,,,,,,,,,,
다사485488,2022,,,,,,,,,,,,,,,,,,
다사487481,2022,,,,,,,,,,,,,,,,,,
다사492487,2022,,,,,,,,,,,,,,,,,,
다사497489,2022,,,,,,,,,,,,,,,,,,
다사483451,2022,,,,,,,,,,,,,,,,,,
다사494476,2022,,,,,,,,,,,,,,,,,,
다사464478,2022,,,,,,,,,,,,,,,,,,
다사501488,2022,,,,,,,,,,,,,,,,,,
다사457503,2022,,,,,,,,,,,,,,,,,,
다사465495,2022,,,,,,,,,,,,,,,,,,
다사463502,2022,,,,,,,,,,,,,,,,,,
다사463479,2022,,,,,,,,,,,,,,,,,,
다사496477,2022,,,,,,,,,,,,,,,,,,
다사498477,2022,,,,,,,,,,,,,,,,,,
다사453502,2022,,,,,,,,,,,,,,,,,,
다사459492,2022,,,,,,,,,,,,,,,,,,
다사490466,2022,,,,,,,,,,,,,,,,,,
다사510468,2022,,,,,,,,,,,,,,,,,,
다사460459,2022,,,,,,,,,,,,,,,,,,
다사451472,2022,,,,,,,,,,,,,,,,,,
다사460485,2022,,,,,,,,,,,,,,,,,,
다사500491,2022,,,,,,,,,,,,,,,,,,
다사459490,2022,,,,,,,,,,,,,,,,,,
다사476482,2022,,,,,,,,,,,,,,,,,,
다사483454,2022,,,,,,,,,,,,,,,,,,
다사469460,2022,,,,,,,,,,,,,,,,,,
다사454502,2022,,,,,,,,,,,,,,,,,,
다사496479,2022,,,,,,,,,,,,,,,,,,
다사472465,2022,,,,,,,,,,,,,,,,,,
다사499480,2022,,,,,,,,,,,,,,,,,,
다사493488,2022,,,,,,,,,,,,,,,,,,
다사508477,2022,,,,,,,,,,,,,,,,,,
다사499491,2022,,,,,,,,,,,,,,,,,,
다사482482,2022,,,,,,,,,,,,,,,,,,
다사451467,2022,,,,,,,,,,,,,,,,,,
다사453468,2022,,,,,,,,,,,,,,,,,,
다사470492,2022,,,,,,,,,,,,,,,,,,
다사453475,2022,,,,,,,,,,,,,,,,,,
다사480479,2022,,,,,,,,,,,,,,,,,,
다사466496,2022,,,,,,,,,,,,,,,,,,
다사495466,2022,,,,,,,,,,,,,,,,,,
다사495463,2022,,,,,,,,,,,,,,,,,,
다사461498,2022,,,,,,,,,,,,,,,,,,
다사471492,2022,,,,,,,,,,,,,,,,,,
다사468496,2022,,,,,,,,,,,,,,,,,,
다사477481,2022,,,,,,,,,,,,,,,,,,
다사487444,2022,,,,,,,,,,,,,,,,,,
다사453508,2022,,,,,,,,,,,,,,,,,,
다사465466,2022,,,,,,,,,,,,,,,,,,
다사472492,2022,,,,,,,,,,,,,,,,,,
다사479463,2022,,,,,,,,,,,,,,,,,,
다사456497,2022,,,,,,,,,,,,,,,,,,
다사457504,2022,,,,,,,,,,,,,,,,,,
다사459480,2022,,,,,,,,,,,,,,,,,,
다사455497,2022,,,,,,,,,,,,,,,,,,
다사505487,2022,,,,,,,,,,,,,,,,,,
다사497465,2022,,,,,,,,,,,,,,,,,,
다사450475,2022,,,,,,,,,,,,,,,,,,
다사482479,2022,,,,,,,,,,,,,,,,,,
다사505474,2022,,,,,,,,,,,,,,,,,,
다사496483,2022,,,,,,,,,,,,,,,,,,
다사462502,2022,,,,,,,,,,,,,,,,,,
다사481488,2022,,,,,,,,,,,,,,,,,,
다사460488,2022,,,,,,,,,,,,,,,,,,
다사463448,2022,,,,,,,,,,,,,,,,,,
다사500475,2022,,,,,,,,,,,,,,,,,,
다사458480,2022,,,,,,,,,,,,,,,,,,
다사479484,2022,,,,,,,,,,,,,,,,,,
다사506479,2022,,,,,,,,,,,,,,,,,,
다사455506,2022,,,,,,,,,,,,,,,,,,
다사488447,2022,,,,,,,,,,,,,,,,,,
다사491484,2022,,,,,,,,,,,,,,,,,,
다사452477,2022,,,,,,,,,,,,,,,,,,
다사467496,2022,,,,,,,,,,,,,,,,,,
다사470491,2022,,,,,,,,,,,,,,,,,,
다사511478,2022,,,,,,,,,,,,,,,,,,
다사504484,2022,,,,,,,,,,,,,,,,,,
다사465494,2022,,,,,,,,,,,,,,,,,,
다사491468,2022,,,,,,,,,,,,,,,,,,
다사482484,2022,,,,,,,,,,,,,,,,,,
다사481471,2022,,,,,,,,,,,,,,,,,,
다사481487,2022,,,,,,,,,,,,,,,,,,
다사490468,2022,,,,,,,,,,,,,,,,,,
다사481482,2022,,,,,,,,,,,,,,,,,,
다사488488,2022,,,,,,,,,,,,,,,,,,
다사503481,2022,,,,,,,,,,,,,,,,,,
다사504466,2022,,,,,,,,,,,,,,,,,,
다사452472,2022,,,,,,,,,,,,,,,,,,
다사481474,2022,,,,,,,,,,,,,,,,,,
다사462480,2022,,,,,,,,,,,,,,,,,,
다사484470,2022,,,,,,,,,,,,,,,,,,
다사494469,2022,,,,,,,,,,,,,,,,,,
다사483488,2022,,,,,,,,,,,,,,,,,,
다사480482,2022,,,,,,,,,,,,,,,,,,
다사505478,2022,,,,,,,,,,,,,,,,,,
다사502481,2022,,,,,,,,,,,,,,,,,,
다사477447,2022,,,,,,,,,0.0,,,,,,,,,
다사458461,2022,,,,,,,,,,,,,,,,,,
다사496463,2022,,,,,,,,,,,,,,,,,,
다사490465,2022,,,,,,,,,,,,,,,,,,
다사483473,2022,,,,,,,,,,,,,,,,,,
다사487489,2022,,,,,,,,,,,,,,,,,,
다사509482,2022,,,,,,,,,,,,,,,,,,
다사487477,2022,,,,,,,,,,,,,,,,,,
다사501476,2022,,,,,,,,,,,,,,,,,,
다사481486,2022,,,,,,,,,,,,,,,,,,
다사461485,2022,,,,,,,,,,,,,,,,,,
다사464450,2022,,,,,,,,,,,,,,,,,,
다사483467,2022,,,,,,,,,,,,,,,,,,
