ocrn_dt,dsp_rqr_tm,spt_frstt_dist,spt_sf_cntr_dist,dth_cnt,injpsn_cnt,emd_nm,ign_htsrc_nm,fc_plc_lclas_nm,fc_plc_mclas_nm,fc_plc_sclas_nm,lon,lat
2023-06-18 8:15,0:03:12,3.5,2.0,0,0,양평동3가,담배꽁초,자동차/철도차량,자동차,화물자동차,126.8909801,37.52875339
2023-09-04 22:11,0:04:12,2.0,1.1,0,0,양평동3가,미상,기타서비스,기타건축물,기타 건축물,126.8901683,37.5289216
2023-07-27 8:25,0:07:25,3.1,2.0,0,0,양평동,오일/연료누설,자동차/철도차량,자동차,소형 승합차,126.8887872,37.52892668
2021-10-31 22:05,0:03:39,3.2,1.5,0,0,양평동3가,미상,주거,공동주택,아파트,126.8920117,37.53142734
2022-12-23 9:26,0:05:03,3.0,1.4,0,0,양평동3가,미상,자동차/철도차량,자동차,승용자동차,126.891905,37.53341161
2022-09-06 16:52,0:02:50,4.2,1.2,0,0,양평동5가,교통사고,자동차/철도차량,자동차,승용자동차,126.8917274,37.53681506
2021-05-20 16:24,0:03:02,4.2,1.0,0,0,양평동5가,미상,자동차/철도차량,자동차,화물자동차,126.89079,37.5381329
2023-10-15 10:32,0:02:16,4.0,0.8,0,0,양평동4가,용접/ 절단/ 연마,판매/업무시설,공공기관,국가 및 지방자치단체 청사,126.8956442,37.53446788
2022-09-16 23:19,0:04:36,3.4,0.4,0,0,양평동4가,층간단락,생활서비스,음식점,한식,126.8953862,37.53586853
2022-04-24 13:25,0:02:34,3.7,0.8,0,0,양평동5가,불씨/불꽃/화원방치,판매/업무시설,판매시설,상가빌딩,126.8923902,37.5361892
2023-01-21 13:57,0:02:24,3.2,0.7,0,0,양평동5가,미상,판매/업무시설,일반업무,기타 일반업무시설,126.8923902,37.5361892
2023-01-05 13:13,0:04:38,3.0,0.7,0,0,양평동4가,음식물 조리중,생활서비스,일상서비스,기타 일상서비스,126.8963719,37.53627962
2023-04-13 18:40,0:02:23,3.7,0.8,0,0,양평동4가,담배꽁초,기타,야외,쓰레기,126.8951824,37.53676962
2022-07-24 14:25,0:06:59,3.3,0.7,0,0,양평동4가,빨래삶기,주거,공동주택,다세대주택,126.8962348,37.53744152
2022-07-28 2:35,0:06:43,3.5,1.5,0,0,양평동5가,담배꽁초,기타,야외,쓰레기,126.8929657,37.53804083
2022-08-27 16:10,0:02:30,3.8,0.6,0,0,양평동4가,가연물 근접방치,주거,공동주택,다세대주택,126.8965242,37.53850676
2022-05-20 14:13,0:02:29,1.2,0.7,0,0,양평동4가,담배꽁초,주거,공동주택,다세대주택,126.8965242,37.53850676
2021-10-16 14:13,0:02:55,3.0,0.6,0,0,양평동4가,미상,판매/업무시설,일반업무,오피스텔,126.8972955,37.53477846
2023-05-27 15:30,0:02:36,3.0,0.7,0,0,양평동4가,음식물 조리중,판매/업무시설,일반업무,오피스텔,126.8972955,37.53477846
2023-09-01 17:20,0:02:24,2.7,0.3,0,1,양평동4가,담배꽁초,기타,야외,쓰레기,126.8975423,37.5351352
2023-08-17 5:40,0:02:00,2.4,0.2,0,0,양평동4가,오일/연료누설,생활서비스,음식점,한식,126.8982852,37.53547012
2023-03-27 17:39,0:04:10,4.0,1.6,0,0,양평동4가,미확인단락,생활서비스,일상서비스,기타 일상서비스,126.897386,37.53583379
2022-06-10 14:50,0:00:00,3.0,0.2,0,0,양평동4가,접촉불량에 의한 단락,집합시설,운동시설,당구장,126.8973326,37.53643336
2023-12-28 13:45,0:02:08,3.1,0.2,0,0,양평동4가,오일/연료누설,자동차/철도차량,자동차,버스,126.8988474,37.53659333
2022-09-09 23:44,0:02:47,3.5,0.3,0,0,양평동4가,접촉불량에 의한 단락,생활서비스,음식점,제과점,126.8979099,37.53671344
2022-12-07 1:35,0:03:27,3.2,0.6,0,0,양평동4가,접촉불량에 의한 단락,판매/업무시설,일반업무,오피스텔,126.8975416,37.53701505
2022-11-12 17:39,0:10:01,4.4,3.7,0,0,당산동,과열/ 과부하,자동차/철도차량,자동차,승용자동차,126.8980669,37.5405205
2023-08-28 11:43,0:04:00,4.3,1.4,0,0,양평동5가,가연물 근접방치,주거,공동주택,아파트,126.89079,37.5381329
2022-03-19 5:37,0:04:49,4.0,0.9,0,0,양평동5가,접촉불량에 의한 단락,판매/업무시설,판매시설,기타 판매시설,126.8920627,37.53852916
2022-09-07 5:46,0:01:26,4.5,2.0,0,0,양평동5가,음식물 조리중,산업시설,공장시설,그 밖의 공업,126.8903114,37.53919744
2021-02-27 12:17,0:02:20,3.7,1.2,0,0,양평동6가,담배꽁초,기타,도로,기타도로,126.8897102,37.5402087
2023-10-02 12:29,0:01:23,4.5,1.6,0,0,양평동6가,미상,자동차/철도차량,자동차,버스,126.8897829,37.54025508
2023-01-22 7:06,0:02:33,4.5,1.0,0,0,양평동5가,음식물 조리중,주거,공동주택,아파트,126.8917458,37.54028033
2021-04-13 5:41,0:03:58,4.7,1.0,0,0,양평동5가,과열/ 과부하,자동차/철도차량,자동차,화물자동차,126.8917458,37.54028033
2022-09-07 18:01,0:04:36,3.2,1.8,0,1,양평동6가,가연물 근접방치,판매/업무시설,일반업무,오피스텔,126.8904965,37.54087681
2022-08-09 19:23,0:03:15,4.2,1.3,0,0,양평동6가,절연열화에 의한 단락,교육시설,학교,기타 학교,126.8904578,37.54188742
2022-09-11 0:56,0:04:08,4.5,2.4,0,0,양평동6가,반단선,판매/업무시설,일반업무,오피스텔,126.8886064,37.5426574
2023-11-07 18:36,0:03:10,3.5,1.5,0,0,양평동4가,음식물 조리중,주거,공동주택,기타 공동주택,126.8950381,37.53861591
2022-02-20 18:39,0:03:16,3.6,1.8,0,0,양평동5가,과열/ 과부하,판매/업무시설,숙박시설,호텔,126.8930555,37.53867594
2023-06-26 1:20,0:04:53,3.6,1.8,0,0,양평동5가,기기(전기/ 기계 등) 사용.설치부주의,주거,공동주택,기타 공동주택,126.8941419,37.53897965
2023-05-28 12:44,0:04:22,3.8,0.7,0,0,양평동5가,음식물 조리중,주거,공동주택,주상복합아파트,126.89436,37.53901886
2023-11-14 22:55,0:04:32,3.6,1.1,0,0,양평동4가,음식물 조리중,생활서비스,일상서비스,고시원(원룸텔),126.8951679,37.53917122
2023-12-22 13:03,0:04:57,3.4,1.2,0,0,양평동5가,절연열화에 의한 단락,자동차/철도차량,자동차,화물자동차,126.8955167,37.54020299
2022-08-10 14:42,0:04:21,3.3,1.0,0,0,당산동,오일/연료누설,자동차/철도차량,자동차,화물자동차,126.8964208,37.54034759
2022-08-19 7:08,0:02:23,4.6,1.1,0,0,양평동5가,기타(전기적요인),산업시설,창고시설,창고/ 물품저장소,126.8955173,37.54064881
2023-10-07 8:33,0:03:28,4.9,1.7,0,0,양평동5가,절연열화에 의한 단락,주거,단독주택,단독주택,126.892604,37.54222583
2021-03-28 11:58,0:04:41,5.3,2.3,0,1,양화동,미상,판매/업무시설,판매시설,상점가,126.8933505,37.54450522
2023-06-07 23:10,0:04:04,4.2,2.3,0,0,양평동6가,음식물 조리중,판매/업무시설,일반업무,오피스텔,126.8886064,37.5426574
2021-04-11 13:53,0:02:57,4.2,1.4,0,0,양평동6가,담배꽁초,판매/업무시설,일반업무,오피스텔,126.8882115,37.54313581
2021-10-28 11:57,0:04:16,4.0,1.2,0,0,양화동,담배꽁초,자동차/철도차량,자동차,화물자동차,126.8870065,37.54370095
2023-11-04 14:43,0:09:36,5.5,3.5,0,0,양화동,오일/연료누설,자동차/철도차량,자동차,승용자동차,126.8870065,37.54370095
2021-09-13 15:15,0:04:59,4.0,2.5,0,0,양화동,담배꽁초,자동차/철도차량,자동차,화물자동차,126.8880305,37.5473631
2023-01-25 16:23,0:04:57,3.0,1.5,0,0,양화동,트래킹에 의한 단락,기타,야외,기타야외,126.8889002,37.5474522
2022-03-04 21:51,0:07:12,6.5,3.2,0,0,양화동,미상,기타,야외,기타야외,126.8877116,37.54790297
2022-11-12 20:52,0:05:01,5.7,4.0,0,0,양화동,금수성물질의 물과 접촉,기타,야외,쓰레기,126.8877116,37.54790297
2021-01-21 4:21,0:04:32,5.7,2.4,0,0,양화동,미상,자동차/철도차량,자동차,화물자동차,126.8877116,37.54790297
2023-06-25 19:28,0:05:38,6.9,3.8,0,2,양화동,방화의심,산업시설,위생시설,폐기물재활용시설,126.8877116,37.54790297
